Primary Campus,University,School Name,Course Name,Class Name,
,,,,September 2024 Intake (USD),1
,,,,September 2024 Intake (With Placement) (USD),1
,,,MSc in Networking & Data Communications with Management Studies,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Renewable Energy Engineering,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Software Engineering,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Software Engineering with Management Studies,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in User Experience Design,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,,September 2024 Intake (with Placement) (USD),1
,,"Faculty of Health, Science, Social Care and Education",MSc Biomedical Science: Medical Microbiology with Management Studies,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Analytical Chemistry,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Biomedical Science: Haematology,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Biomedical Science: Haematology with Management Studies,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Biomedical Science: Medical Microbiology,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Cancer Biology,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Clinical Leadership,January 2025 Intake (USD),1
,,,MSc in Medicinal Chemistry,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Medicinal Chemistry with Management Studies,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,Kingston University,MSc Accounting and Finance,January 2025 Intake (USD),1
,,,,September 2024 Intake,1
,,,MSc Adult Nursing,September 2023 Intake,1
,,,,September 2024 Intake,1
,,,MSc Finance,September 2024 Intake (USD),1
,,,MSc in International Business Management with Entrepreneurship,September 2024 Intake (USD),1
,,,MSc in Investment and Financial Risk Management,September 2024 Intake,1
,,,MSc in Pharmaceutical Science,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc Innovation Management and Entrepreneurship,September 2024 Intake,1
,,,MSc International Business Management,January 2024 Intake,1
,,,,January 2025 Intake,1
,,,,September 2024 Intake (USD),1
,,,MSc Logistics and Supply Chain Management,January 2024 Intake,1
,,,,September 2024 Intake (USD),1
,,,MSc Mental Health Nursing,September 2024 Intake,1
,,,MSc Pharmaceutical Science with Management Studies,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc Structural Design and Construction Management,September 2024 Intake (USD),1
,,,MSc Structural Design and Construction Management with Sustainability,September 2024 Intake (USD),1
,Lancaster University,Lancaster University Management School,International Masters Program for Managers,Fall 2024 Intake (PT),1
,,,MBA,October 2024 Intake (Overseas Students) (USD),1
,,,,October 2024 Intake (UK Students) (USD),1
,,,MSc in Advanced Marketing Management,October 2024 Intake (Overseas Students) (USD),1
,,,,October 2024 Intake (UK/EU Students) (USD),1
,,,MSc in Finance,October 2024 Intake (USD),1
,,,MSc in Investment Management and Financial Analysis,October 2024 Intake (USD),1
,,,MSc in Management,October 2024 Intake (Overseas Students) (USD),1
,,,MSc Marketing,October 2024 Intake (USD),1
,Leeds Beckett University,Leeds Beckett University,Master of Business Administration (MBA),January 2025 Intake (USD),1
,,,,September 2024 Intake,1
,,,MSc Biomedical Science,September 2024 Intake,1
,,,MSc Project Management,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,Leeds Business School,MSc Accounting and Finance,September 2024 Intake (USD),1
,,,MSc Management and International Business ,September 2024 Intake (USD),1
,,,MSc Marketing,September 2024 Intake (USD),1
,,,MSc Supply Chain Management and Logistics,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,Liverpool John Moores University,"Faculty of Arts, Professional and Social Studies",MA Criminology and Social Policy,September 2024 Intake (USD),1
,,Faculty of Business and Law,LLM,September 2024 Intake,1
,,,"LLM International Business, Corporate and Finance Law",September 2024 Intake,1
,,,LLM Legal Practice Course,September 2024 Intake,1
,,,MA in Strategic People Management and Practice,September 2024 Intake,1
,,,MSc in Construction Project Management,January 2025 Intake (USD),1
,,,,September 2024 Intake,1
,,,MSc in Digital Marketing,September 2024 Intake,1
,,,MSc in Digital Marketing Advanced Practice,September 2024 Intake,1
,,,MSc in International Business and management Advanced Practice,September 2024 Intake,1
,,,MSc in Investment and Finance,September 2024 Intake,1
,,,MSc in Investment and Finance (with Advanced Practice),September 2024 Intake,1
,,,MSc in Management,September 2024 Intake,1
,,,MSc in Management (with Advanced Practice),September 2024 Intake,1
,,,MSc in Management and Digital Business,September 2024 Intake,1
,,,MSc in Management and Digital Business (with Advanced Practice),September 2024 Intake,1
,,,MSc in Quantity Surveying and Commercial Management,September 2024 Intake,1
,,,MSc in Real Estate,September 2024 Intake,1
,,,"MSc in Sensors, Data and Management",September 2024 Intake,1
,,,MSc International Business and Management,September 2024 Intake (USD),1
,,Faculty of Engineering and Technology,MSc in Artificial Intelligence (Machine Learning),September 2024 Intake,1
,,,MSc in Civil Engineering,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Computing and Information Systems,September 2024 Intake (USD),1
,,,MSc in Cyber Security,September 2024 Intake,1
,,,MSc in Data Science,September 2024 Intake,1
,,,"MSc in Drug Discovery, Development and Delivery",September 2024 Intake,1
,,,MSc in Electrical Power and Control Engineering,September 2024 Intake,1
,,,MSc in Embedded Systems and IC Design,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,,MSc in Industrial Biotechnology,September 2024 Intake,1
,,,"MSc in International Transport, Trade and Logistics",January 2025 Intake (USD),1
,,,,September 2024 Intake,1
,,,MSc in Marine and Offshore Engineering,September 2024 Intake,1
,,,MSc in Maritime Energy Efficiency,September 2024 Intake,1
,,,MSc in Renewable Energy,September 2024 Intake,1
,,,MSc in Water Energy and the Environment,September 2024 Intake,1
,,,MSc in Wireless Communications,September 2024 Intake,1
,,,MSc Project Management,January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,Faculty of Health,MPH Public Health,September 2024 Intake (USD),1
,,,MSc Adult Nursing with Registered Nurse Status,September 2024 Intake (USD),1
,,,MSc Public Health (Addictions),January 2025 Intake (USD),1
,,,,September 2024 Intake (USD),1
,,Faculty of Science,MSc in Biomedical Sciences,September 2024 Intake,1
,,,MSc in Cosmetic Science,September 2024 Intake,1
,,,MSc in Forensic Bioscience,September 2024 Intake,1
,,,MSc in Pharmacy and Biomolecular Sciences,September 2024 Intake,1
,Liverpool School of Tropical Medicine,Masters Programmes,Master of Public Health (International),September 2024 Intake,1
,,,Master of Public Health (Outbreak Control and Health Protection),September 2024 Intake (USD),1
,,,Master of Public Health (Sexual & Reproductive Health),September 2024 Intake (USD),1
,,,MPH (Managing Health Services),September 2024 Intake (USD),1
,,,MSc Tropical and Infectious Diseases,September 2024 Intake (USD),1
,London Business School,London Business School,EMBA,EMBADJ 2025 (USD),1
,,,,EMBADJ 2026 (USD),1
,,,,EMBAG2026 (USD),1
,,,,EMBAG2027 (USD),1
,,,,EMBALJ 2025 (USD),1
,,,,EMBALJ 2026 (USD),1
,,,,EMBALJ2024 (USD),1
,,,,EMBALS2025 (USD),1
,,,,EMBALS2026 (USD),1
,,,Global Masters in Management,GMiM 2026 (USD),1
,,,Masters in Analytics and Management (MAM),MAM2025 (USD),1
,,,Masters in Finance (MiFFT) (Full-Time),MiFFT 2025 (USD),1
,,,Masters in Finance (Part-Time) (MiFPT),MiFPT 2025 (USD),1
,,,,MiFPT 2026 (USD),1
,,,Masters in Financial Analysis (MFA),MFA 2025 (USD),1
,,,Masters in Management (MiM),MiM2025 (USD),1
,,,MBA,MBA2025 (USD),1
,,,,MBA2026 (USD),1
,,,Sloan Masters in Leadership and Strategy (SLN),SLN2025 (USD),1
,London School of Economics,London School of Economics and Political Science,Executive Global Master's in Management,Class of 2025 (USD),1
,,,,Class of 2026 (USD),1
,,,"Executive MSc in Health Economics, Policy and Management",December 2023 Intake (USD),1
,,,,December 2024 Intake (USD),1
,,,Executive MSc in Social Business and Entrepreneurship,September 2024 Intake (USD),1
,,,Global Master's in Management,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,,Class of 2026 (USD) - Overseas students,1
,,,,Class of 2026 (USD) - UK students,1
,,,Master of Laws (LLM),Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,Master of Public Administration (MPA),Class of 2025 (USD),1
,,,,Class of 2026 (USD),1
,,,Master of Public Policy (MPP),Class of 2025 (USD),1
,,,Master's in Management,Class of 2025 (USD),1
,,,MPA in Data Science for Public Policy,September 2024 Intake (USD),1
,,,MSc Accounting and Finance (9 months taught programme),Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK  students,1
,,,"MSc Accounting, Organisations and Institution (10 months taught programme)",Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc Applicable Mathematics,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Applied Social Data Science,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Comparitive Politics,Class of 2025 (USD),1
,,,MSc Criminal Justice Policy,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Data Science,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Development Management,Class of 2025 (USD),1
,,,MSc Econometrics and Mathematical Economics,Class of 2025 (USD) - UK Students,1
,,,MSc Environment and Development,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Environmental Economics and Climate Change,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Environmental Policy and Regulation,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Finance (Full-time),Class of 2025 (USD),1
,,,MSc Finance and Private Equity,Class of 2025 (USD),1
,,,MSc Financial Mathematics,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc Global Health Policy,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Human Resources and Organisations (Human Resource Management stream) (Full-Time),Class of 2025 (USD),1
,,,MSc Human Resources and Organisations (International Employment Relations and Human Resource Management),Class of 2025 (USD),1
,,,MSc Human Resources and Organisations (Organisational Behaviour stream),Class of 2025 (USD),1
,,,MSc in Economics,Class of 2025 (USD) - Overseas Students,1
,,,MSc in Economics and Management (10 months full-time only) ,August 2024 Intake (USD),1
,,,MSc in Economy and Society,September 2024 Intake (USD),1
,,,MSc in European and International Politics and Policy,September 2024 Intake (USD),1
,,,MSc in Finance (Part-time),Class of 2025 (USD),1
,,,,Class of 2026 (USD),1
,,,MSc in Finance and Economics,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc in Financial History,September 2024 Intake (USD),1
,,,MSc in Health and International Development,September 2024 Intake (USD),1
,,,MSc in Health Data Science,Class of 2025 (USD),1
,,,"MSc in Health Policy, Planning and Financing",Class of 2025 (USD) - Overseas Students,1
,,,MSc in History of International Relations,September 2024 Intake (USD),1
,,,MSc in Human Rights,September 2024 Intake (USD),1
,,,MSc in Human Rights and Politics,September 2024 Intake (USD),1
,,,MSc in International Development and Humanitarian Emergencies,September 2024 Intake (USD),1
,,,MSc in International Health Policy (Health Economics),September 2024 Intake (USD),1
,,,MSc in International Political Economy,September 2024 Intake (USD),1
,,,MSc in International Relations (Full-time),September 2024 Intake (USD),1
,,,MSc in International Relations (Research),September 2024 Intake (USD),1
,,,MSc in Local Economic Development,September 2024 Intake (USD),1
,,,MSc in Philosophy and Public Policy,September 2024 Intake (USD),1
,,,MSc in Political Economy of Late Development,September 2024 Intake (USD),1
,,,MSc in Political Science,Class of 2025 (USD),1
,,,MSc in Political Theory,September 2024 Intake (USD),1
,,,MSc in Quantitative Methods for Risk Management (Ten months full-time),September 2024 Intake (USD),1
,,,MSc in Theory and History of International Relations,September 2024 Intake (USD),1
,,,MSc International Health Policy,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc International Social and Public Policy,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc Management and Strategy,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - 	 UK students,1
,,,MSc Management of Information Systems and Digital Innovation,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc Marketing,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Operations Research & Analytics,Class of 2025 (USD),1
,,,MSc Political Economy of Europe,Class of 2025 (USD),1
,,,MSc Real Estate Economics and Finance,September 2024 Intake (USD),1
,,,MSc Risk and Finance,Class of 2025 (USD) - Overseas students,1
,,,,Class of 2025 (USD) - UK students,1
,,,MSc Social Innovation and Entrepreneurship,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Statistics,Class of 2025 (USD) - Overseas Students,1
,,,,Class of 2025 (USD) - UK Students,1
,,,MSc Statistics (Financial Statistics),Class of 2025 (USD) - Overseas Students,1
